"Area" "Taxa" "Year" "Trait" "Variable" "Value"
"6539" "GoR" "Zooplankton" 2005 "Free.spawner" "biomass" 0.540470118602293
"6540" "GoR" "Zooplankton" 2005 "Herbivore" "abundance" 1
"6541" "GoR" "Zooplankton" 2005 "Herbivore" "biomass" 1
"6542" "GoR" "Zooplankton" 2005 "Resting.egg" "abundance" 0.725838757279845
"6543" "GoR" "Zooplankton" 2005 "Resting.egg" "biomass" 0.773644420296937
"6544" "GoR" "Zooplankton" 2005 "Size." "abundance" 1.53923316170998
"6545" "GoR" "Zooplankton" 2005 "Size." "biomass" 1.50071147757425
"6546" "GoR" "Zooplankton" 2006 "Ambush.feeder" "abundance" 0.257302647758835
"6547" "GoR" "Zooplankton" 2006 "Ambush.feeder" "biomass" 0.149191078106709
"6548" "GoR" "Zooplankton" 2006 "Carnivore" "abundance" 0.11944726454121
"6549" "GoR" "Zooplankton" 2006 "Carnivore" "biomass" 0.00837159991570729
"6550" "GoR" "Zooplankton" 2006 "Cruise.feeder" "abundance" 0.282948326705513
"6551" "GoR" "Zooplankton" 2006 "Cruise.feeder" "biomass" 0.355536569732248
"6558" "GoR" "Zooplankton" 2006 "Feeding.current" "abundance" 0.456705010572195
"6559" "GoR" "Zooplankton" 2006 "Feeding.current" "biomass" 0.493525846785663
"6562" "GoR" "Zooplankton" 2006 "Free.spawner" "abundance" 0.510316507453398
"6563" "GoR" "Zooplankton" 2006 "Free.spawner" "biomass" 0.609108639846292
"6564" "GoR" "Zooplankton" 2006 "Herbivore" "abundance" 0.88055273545879
"6565" "GoR" "Zooplankton" 2006 "Herbivore" "biomass" 0.991628400084293
"6566" "GoR" "Zooplankton" 2006 "Resting.egg" "abundance" 0.62951118531561
"6567" "GoR" "Zooplankton" 2006 "Resting.egg" "biomass" 0.654798082354002
"6568" "GoR" "Zooplankton" 2006 "Size." "abundance" 1.48349550469685
"6569" "GoR" "Zooplankton" 2006 "Size." "biomass" 1.65029140196677
"6570" "GoR" "Zooplankton" 2007 "Ambush.feeder" "abundance" 0.299270534580224
"6571" "GoR" "Zooplankton" 2007 "Ambush.feeder" "biomass" 0.2310618215439
"6572" "GoR" "Zooplankton" 2007 "Carnivore" "abundance" 0.144917787077075
"6573" "GoR" "Zooplankton" 2007 "Carnivore" "biomass" 0.0104186207882174
"6574" "GoR" "Zooplankton" 2007 "Cruise.feeder" "abundance" 0.277172194335237
"6575" "GoR" "Zooplankton" 2007 "Cruise.feeder" "biomass" 0.278835605253525
"6582" "GoR" "Zooplankton" 2007 "Feeding.current" "abundance" 0.418117065559309
"6583" "GoR" "Zooplankton" 2007 "Feeding.current" "biomass" 0.490375595153911
"6586" "GoR" "Zooplankton" 2007 "Free.spawner" "abundance" 0.476880599760213
"6587" "GoR" "Zooplankton" 2007 "Free.spawner" "biomass" 0.599687140628665
"6588" "GoR" "Zooplankton" 2007 "Herbivore" "abundance" 0.855082212922926
"6589" "GoR" "Zooplankton" 2007 "Herbivore" "biomass" 0.989581379211783
"6590" "GoR" "Zooplankton" 2007 "Resting.egg" "abundance" 0.63501559977119
"6591" "GoR" "Zooplankton" 2007 "Resting.egg" "biomass" 0.821337139125411
"6592" "GoR" "Zooplankton" 2007 "Size." "abundance" 1.46600281648921
"6593" "GoR" "Zooplankton" 2007 "Size." "biomass" 1.41377344495311
"6594" "GoR" "Zooplankton" 2008 "Ambush.feeder" "abundance" 0.313248183972553
"6595" "GoR" "Zooplankton" 2008 "Ambush.feeder" "biomass" 0.180741254899738
"6596" "GoR" "Zooplankton" 2008 "Carnivore" "abundance" 0.124467278007829
"6597" "GoR" "Zooplankton" 2008 "Carnivore" "biomass" 0.0156508383878203
"6598" "GoR" "Zooplankton" 2008 "Cruise.feeder" "abundance" 0.25003399845259
"6599" "GoR" "Zooplankton" 2008 "Cruise.feeder" "biomass" 0.334459321030027
"6606" "GoR" "Zooplankton" 2008 "Feeding.current" "abundance" 0.439378527470797
"6607" "GoR" "Zooplankton" 2008 "Feeding.current" "biomass" 0.485270427761098
"6610" "GoR" "Zooplankton" 2008 "Free.spawner" "abundance" 0.47887524051003
"6611" "GoR" "Zooplankton" 2008 "Free.spawner" "biomass" 0.463746639650853
"6612" "GoR" "Zooplankton" 2008 "Herbivore" "abundance" 0.875532721992171
"6613" "GoR" "Zooplankton" 2008 "Herbivore" "biomass" 0.98434916161218
"6614" "GoR" "Zooplankton" 2008 "Resting.egg" "abundance" 0.652182884441263
"6615" "GoR" "Zooplankton" 2008 "Resting.egg" "biomass" 0.841609708555252
"6616" "GoR" "Zooplankton" 2008 "Size." "abundance" 1.50191955627538
"6617" "GoR" "Zooplankton" 2008 "Size." "biomass" 1.43601618276922
"6618" "GoR" "Zooplankton" 2009 "Ambush.feeder" "abundance" 0.268842709353857
"6619" "GoR" "Zooplankton" 2009 "Ambush.feeder" "biomass" 0.21238655049498
"6620" "GoR" "Zooplankton" 2009 "Carnivore" "abundance" 0.144016154533042
"6621" "GoR" "Zooplankton" 2009 "Carnivore" "biomass" 0.0065343805334756
"6622" "GoR" "Zooplankton" 2009 "Cruise.feeder" "abundance" 0.255811769162018
"6623" "GoR" "Zooplankton" 2009 "Cruise.feeder" "biomass" 0.292025646042826
"6630" "GoR" "Zooplankton" 2009 "Feeding.current" "abundance" 0.473861719771723
"6631" "GoR" "Zooplankton" 2009 "Feeding.current" "biomass" 0.49491132920083
"6634" "GoR" "Zooplankton" 2009 "Free.spawner" "abundance" 0.527347708931867
"6635" "GoR" "Zooplankton" 2009 "Free.spawner" "biomass" 0.550197079619859
"6636" "GoR" "Zooplankton" 2009 "Herbivore" "abundance" 0.855983845466957
"6637" "GoR" "Zooplankton" 2009 "Herbivore" "biomass" 0.993465619466524
"6638" "GoR" "Zooplankton" 2009 "Resting.egg" "abundance" 0.682011415240107
"6639" "GoR" "Zooplankton" 2009 "Resting.egg" "biomass" 0.873016369979426
"6640" "GoR" "Zooplankton" 2009 "Size." "abundance" 1.44296843685384
"6641" "GoR" "Zooplankton" 2009 "Size." "biomass" 1.3507252873446
"6642" "GoR" "Zooplankton" 2010 "Ambush.feeder" "abundance" 0.302195777327101
"6643" "GoR" "Zooplankton" 2010 "Ambush.feeder" "biomass" 0.21893809328668
"6644" "GoR" "Zooplankton" 2010 "Carnivore" "abundance" 0.126232124087914
"6645" "GoR" "Zooplankton" 2010 "Carnivore" "biomass" 0.0203222756084877
"6646" "GoR" "Zooplankton" 2010 "Cruise.feeder" "abundance" 0.236372010305601
"6647" "GoR" "Zooplankton" 2010 "Cruise.feeder" "biomass" 0.295670447190019
"6654" "GoR" "Zooplankton" 2010 "Feeding.current" "abundance" 0.45285841569979
"6655" "GoR" "Zooplankton" 2010 "Feeding.current" "biomass" 0.481666425147356
"6658" "GoR" "Zooplankton" 2010 "Free.spawner" "abundance" 0.5780364370654
"6659" "GoR" "Zooplankton" 2010 "Free.spawner" "biomass" 0.75973093235125
"6660" "GoR" "Zooplankton" 2010 "Herbivore" "abundance" 0.873767875912086
"6661" "GoR" "Zooplankton" 2010 "Herbivore" "biomass" 0.979677724391512
"6662" "GoR" "Zooplankton" 2010 "Resting.egg" "abundance" 0.70665638230299
"6663" "GoR" "Zooplankton" 2010 "Resting.egg" "biomass" 0.625669840872464
"6664" "GoR" "Zooplankton" 2010 "Size." "abundance" 1.51760564080211
"6665" "GoR" "Zooplankton" 2010 "Size." "biomass" 1.6565803222562
"6666" "GoR" "Zooplankton" 2011 "Ambush.feeder" "abundance" 0.271058560536095
"6667" "GoR" "Zooplankton" 2011 "Ambush.feeder" "biomass" 0.0763087261415658
"6668" "GoR" "Zooplankton" 2011 "Carnivore" "abundance" 0.128018265493247
"6669" "GoR" "Zooplankton" 2011 "Carnivore" "biomass" 0.00386069589590539
"6670" "GoR" "Zooplankton" 2011 "Cruise.feeder" "abundance" 0.288299398295779
"6671" "GoR" "Zooplankton" 2011 "Cruise.feeder" "biomass" 0.425960385553342
"6678" "GoR" "Zooplankton" 2011 "Feeding.current" "abundance" 0.44090048494691
"6679" "GoR" "Zooplankton" 2011 "Feeding.current" "biomass" 0.49678138635782
"6682" "GoR" "Zooplankton" 2011 "Free.spawner" "abundance" 0.494138022132754
"6683" "GoR" "Zooplankton" 2011 "Free.spawner" "biomass" 0.572999288509322
"6684" "GoR" "Zooplankton" 2011 "Herbivore" "abundance" 0.871981734506753
"6685" "GoR" "Zooplankton" 2011 "Herbivore" "biomass" 0.996139304104094
"6686" "GoR" "Zooplankton" 2011 "Resting.egg" "abundance" 0.623182555868183
"6687" "GoR" "Zooplankton" 2011 "Resting.egg" "biomass" 0.5650073649771
"6688" "GoR" "Zooplankton" 2011 "Size." "abundance" 1.49043379172071
"6689" "GoR" "Zooplankton" 2011 "Size." "biomass" 1.78661327206555
"6690" "GoR" "Zooplankton" 2012 "Ambush.feeder" "abundance" 0.302370001127565
"6691" "GoR" "Zooplankton" 2012 "Ambush.feeder" "biomass" 0.264642724019586
"6692" "GoR" "Zooplankton" 2012 "Carnivore" "abundance" 0.136639372088768
"6693" "GoR" "Zooplankton" 2012 "Carnivore" "biomass" 0.00347744126676139
"6694" "GoR" "Zooplankton" 2012 "Cruise.feeder" "abundance" 0.279702709467162
"6695" "GoR" "Zooplankton" 2012 "Cruise.feeder" "biomass" 0.239005611714942
"6702" "GoR" "Zooplankton" 2012 "Feeding.current" "abundance" 0.417977321558149
"6703" "GoR" "Zooplankton" 2012 "Feeding.current" "biomass" 0.496938885695546
"6706" "GoR" "Zooplankton" 2012 "Free.spawner" "abundance" 0.486060165337922
"6707" "GoR" "Zooplankton" 2012 "Free.spawner" "biomass" 0.756722879456919
"6708" "GoR" "Zooplankton" 2012 "Herbivore" "abundance" 0.863360627911232
"6709" "GoR" "Zooplankton" 2012 "Herbivore" "biomass" 0.996522558733239
"6710" "GoR" "Zooplankton" 2012 "Resting.egg" "abundance" 0.622912304529898
"6711" "GoR" "Zooplankton" 2012 "Resting.egg" "biomass" 0.789794451342902
"6712" "GoR" "Zooplankton" 2012 "Size." "abundance" 1.48356044150187
"6713" "GoR" "Zooplankton" 2012 "Size." "biomass" 1.40837844419557
"6714" "GoR" "Zooplankton" 2013 "Ambush.feeder" "abundance" 0.346722194458715
"6715" "GoR" "Zooplankton" 2013 "Ambush.feeder" "biomass" 0.159514237918745
"6716" "GoR" "Zooplankton" 2013 "Carnivore" "abundance" 0.101207674562919
"6717" "GoR" "Zooplankton" 2013 "Carnivore" "biomass" 0.00214894137728729
"6718" "GoR" "Zooplankton" 2013 "Cruise.feeder" "abundance" 0.248590211210358
"6719" "GoR" "Zooplankton" 2013 "Cruise.feeder" "biomass" 0.341621195027225
"6726" "GoR" "Zooplankton" 2013 "Feeding.current" "abundance" 0.415440801204886
"6727" "GoR" "Zooplankton" 2013 "Feeding.current" "biomass" 0.497891659609953
"6730" "GoR" "Zooplankton" 2013 "Free.spawner" "abundance" 0.523480302631881
"6731" "GoR" "Zooplankton" 2013 "Free.spawner" "biomass" 0.498177655013429
"6732" "GoR" "Zooplankton" 2013 "Herbivore" "abundance" 0.898792325437081
"6733" "GoR" "Zooplankton" 2013 "Herbivore" "biomass" 0.997851058622713
"6734" "GoR" "Zooplankton" 2013 "Resting.egg" "abundance" 0.718776834051143
"6735" "GoR" "Zooplankton" 2013 "Resting.egg" "biomass" 0.807462004384377
"6736" "GoR" "Zooplankton" 2013 "Size." "abundance" 1.58225216679572
"6737" "GoR" "Zooplankton" 2013 "Size." "biomass" 1.46209959020564
"6738" "GoR" "Zooplankton" 2014 "Ambush.feeder" "abundance" 0.338519725886708
"6739" "GoR" "Zooplankton" 2014 "Ambush.feeder" "biomass" 0.211987593444297
"6740" "GoR" "Zooplankton" 2014 "Carnivore" "abundance" 0.098495978735702
"6741" "GoR" "Zooplankton" 2014 "Carnivore" "biomass" 0.0051261697054592
"6742" "GoR" "Zooplankton" 2014 "Cruise.feeder" "abundance" 0.209762767098134
"6743" "GoR" "Zooplankton" 2014 "Cruise.feeder" "biomass" 0.292348839308986
"6750" "GoR" "Zooplankton" 2014 "Feeding.current" "abundance" 0.452922377134046
"6751" "GoR" "Zooplankton" 2014 "Feeding.current" "biomass" 0.495089434869106
"6754" "GoR" "Zooplankton" 2014 "Free.spawner" "abundance" 0.527831918320297
"6755" "GoR" "Zooplankton" 2014 "Free.spawner" "biomass" 0.446485630693033
"6756" "GoR" "Zooplankton" 2014 "Herbivore" "abundance" 0.901504021264298
"6757" "GoR" "Zooplankton" 2014 "Herbivore" "biomass" 0.994873830294541
"6758" "GoR" "Zooplankton" 2014 "Resting.egg" "abundance" 0.81878420803751
"6759" "GoR" "Zooplankton" 2014 "Resting.egg" "biomass" 0.956447388964768
"6760" "GoR" "Zooplankton" 2014 "Size." "abundance" 1.49909751801145
"6761" "GoR" "Zooplankton" 2014 "Size." "biomass" 1.25953789417874
"6762" "GoR" "Zooplankton" 2015 "Ambush.feeder" "abundance" 0.332183417965144
"6763" "GoR" "Zooplankton" 2015 "Ambush.feeder" "biomass" 0.322050987829518
"6764" "GoR" "Zooplankton" 2015 "Carnivore" "abundance" 0.169757349612055
"6765" "GoR" "Zooplankton" 2015 "Carnivore" "biomass" 0.00801099748653867
"6766" "GoR" "Zooplankton" 2015 "Cruise.feeder" "abundance" 0.241397433644046
"6767" "GoR" "Zooplankton" 2015 "Cruise.feeder" "biomass" 0.182257544099618
"6774" "GoR" "Zooplankton" 2015 "Feeding.current" "abundance" 0.43430582794035
"6775" "GoR" "Zooplankton" 2015 "Feeding.current" "biomass" 0.495259763286367
"6778" "GoR" "Zooplankton" 2015 "Free.spawner" "abundance" 0.58101000778063
"6779" "GoR" "Zooplankton" 2015 "Free.spawner" "biomass" 0.639959210332462
"6780" "GoR" "Zooplankton" 2015 "Herbivore" "abundance" 0.830242650387944
"6781" "GoR" "Zooplankton" 2015 "Herbivore" "biomass" 0.991989002513461
"6782" "GoR" "Zooplankton" 2015 "Resting.egg" "abundance" 0.817988858361183
"6783" "GoR" "Zooplankton" 2015 "Resting.egg" "biomass" 0.992102136086588
"6784" "GoR" "Zooplankton" 2015 "Size." "abundance" 1.4702460665561
"6785" "GoR" "Zooplankton" 2015 "Size." "biomass" 1.15552350558595
"6786" "GoR" "Zooplankton" 2016 "Ambush.feeder" "abundance" 0.361482353468834
"6787" "GoR" "Zooplankton" 2016 "Ambush.feeder" "biomass" 0.305952819169614
"6788" "GoR" "Zooplankton" 2016 "Carnivore" "abundance" 0.094165126827056
"6789" "GoR" "Zooplankton" 2016 "Carnivore" "biomass" 0.00155910766799543
"6790" "GoR" "Zooplankton" 2016 "Cruise.feeder" "abundance" 0.208339270709107
"6791" "GoR" "Zooplankton" 2016 "Cruise.feeder" "biomass" 0.195358775932581
"6798" "GoR" "Zooplankton" 2016 "Feeding.current" "abundance" 0.415402245099361
"6799" "GoR" "Zooplankton" 2016 "Feeding.current" "biomass" 0.498533164027246
"6802" "GoR" "Zooplankton" 2016 "Free.spawner" "abundance" 0.484717054691008
"6803" "GoR" "Zooplankton" 2016 "Free.spawner" "biomass" 0.610507301591229
"6804" "GoR" "Zooplankton" 2016 "Herbivore" "abundance" 0.905834873172944
"6805" "GoR" "Zooplankton" 2016 "Herbivore" "biomass" 0.998440892332005
"6806" "GoR" "Zooplankton" 2016 "Resting.egg" "abundance" 0.891260415005926
"6807" "GoR" "Zooplankton" 2016 "Resting.egg" "biomass" 0.996534701461566
"6808" "GoR" "Zooplankton" 2016 "Size." "abundance" 1.41318901777675
"6809" "GoR" "Zooplankton" 2016 "Size." "biomass" 1.15450176846202
"6818" "Kattegat" "Benthos" 1979 "Deposit.feeder" "abundance" 0.455162931070848
"6819" "Kattegat" "Benthos" 1979 "Deposit.feeder" "biomass" 0.455162931070848
"6820" "Kattegat" "Benthos" 1979 "Direct.dvlpt" "abundance" 0.176662904746244
"6821" "Kattegat" "Benthos" 1979 "Direct.dvlpt" "biomass" 0.176662904746244
"6822" "Kattegat" "Benthos" 1979 "Epibenthic" "abundance" 0.179909174680795
"6823" "Kattegat" "Benthos" 1979 "Epibenthic" "biomass" 0.179909174680795
"6830" "Kattegat" "Benthos" 1979 "Lecitotrophic" "abundance" 0.192128420220146
"6831" "Kattegat" "Benthos" 1979 "Lecitotrophic" "biomass" 0.192128420220146
"6834" "Kattegat" "Benthos" 1979 "Middle" "abundance" 0.335071520842947
"6835" "Kattegat" "Benthos" 1979 "Middle" "biomass" 0.335071520842947
"6836" "Kattegat" "Benthos" 1979 "Planktotrophic" "abundance" 0.610048411647874
"6837" "Kattegat" "Benthos" 1979 "Planktotrophic" "biomass" 0.610048411647874
"6838" "Kattegat" "Benthos" 1979 "Predator" "abundance" 0.191797055643858
"6839" "Kattegat" "Benthos" 1979 "Predator" "biomass" 0.191797055643858
"6840" "Kattegat" "Benthos" 1979 "Scavenger" "abundance" 0.0492540703052333
"6841" "Kattegat" "Benthos" 1979 "Scavenger" "biomass" 0.0492540703052333
"6842" "Kattegat" "Benthos" 1979 "Size" "abundance" 3.69141202300188
"6843" "Kattegat" "Benthos" 1979 "Size" "biomass" 3.69141202300188
"6844" "Kattegat" "Benthos" 1979 "Suspension.feeder" "abundance" 0.30330460729551
"6845" "Kattegat" "Benthos" 1979 "Suspension.feeder" "biomass" 0.30330460729551
"6848" "Kattegat" "Benthos" 1979 "Top" "abundance" 0.381844916036755
"6849" "Kattegat" "Benthos" 1979 "Top" "biomass" 0.381844916036755
"6862" "Kattegat" "Benthos" 1980 "Deposit.feeder" "abundance" 0.424905143707583
"6863" "Kattegat" "Benthos" 1980 "Deposit.feeder" "biomass" 0.424905143707583
"6864" "Kattegat" "Benthos" 1980 "Direct.dvlpt" "abundance" 0.215624937044095
"6865" "Kattegat" "Benthos" 1980 "Direct.dvlpt" "biomass" 0.215624937044095
"6866" "Kattegat" "Benthos" 1980 "Epibenthic" "abundance" 0.157569620915749
"6867" "Kattegat" "Benthos" 1980 "Epibenthic" "biomass" 0.157569620915749
"6874" "Kattegat" "Benthos" 1980 "Lecitotrophic" "abundance" 0.132251094761926
"6875" "Kattegat" "Benthos" 1980 "Lecitotrophic" "biomass" 0.132251094761926
"6878" "Kattegat" "Benthos" 1980 "Middle" "abundance" 0.378021272999328
"6879" "Kattegat" "Benthos" 1980 "Middle" "biomass" 0.378021272999328
"6880" "Kattegat" "Benthos" 1980 "Planktotrophic" "abundance" 0.616982880071434
"6881" "Kattegat" "Benthos" 1980 "Planktotrophic" "biomass" 0.616982880071434
"6882" "Kattegat" "Benthos" 1980 "Predator" "abundance" 0.166160634530545
"6883" "Kattegat" "Benthos" 1980 "Predator" "biomass" 0.166160634530545
"6884" "Kattegat" "Benthos" 1980 "Scavenger" "abundance" 0.0529116692724532
"6885" "Kattegat" "Benthos" 1980 "Scavenger" "biomass" 0.0529116692724532
"6886" "Kattegat" "Benthos" 1980 "Size" "abundance" 3.5933556160148
"6887" "Kattegat" "Benthos" 1980 "Size" "biomass" 3.5933556160148
"6888" "Kattegat" "Benthos" 1980 "Suspension.feeder" "abundance" 0.347441418858314
"6889" "Kattegat" "Benthos" 1980 "Suspension.feeder" "biomass" 0.347441418858314
"6892" "Kattegat" "Benthos" 1980 "Top" "abundance" 0.401440913617089
"6893" "Kattegat" "Benthos" 1980 "Top" "biomass" 0.401440913617089
"6906" "Kattegat" "Benthos" 1981 "Deposit.feeder" "abundance" 0.41879398164679
"6907" "Kattegat" "Benthos" 1981 "Deposit.feeder" "biomass" 0.41879398164679
"6908" "Kattegat" "Benthos" 1981 "Direct.dvlpt" "abundance" 0.157625863949514
"6909" "Kattegat" "Benthos" 1981 "Direct.dvlpt" "biomass" 0.157625863949514
"6910" "Kattegat" "Benthos" 1981 "Epibenthic" "abundance" 0.241214105972377
"6911" "Kattegat" "Benthos" 1981 "Epibenthic" "biomass" 0.241214105972377
"6918" "Kattegat" "Benthos" 1981 "Lecitotrophic" "abundance" 0.207025996002335
"6919" "Kattegat" "Benthos" 1981 "Lecitotrophic" "biomass" 0.207025996002335
"6922" "Kattegat" "Benthos" 1981 "Middle" "abundance" 0.276423668204799
"6923" "Kattegat" "Benthos" 1981 "Middle" "biomass" 0.276423668204799
"6924" "Kattegat" "Benthos" 1981 "Planktotrophic" "abundance" 0.594608975081677
"6925" "Kattegat" "Benthos" 1981 "Planktotrophic" "biomass" 0.594608975081677
"6926" "Kattegat" "Benthos" 1981 "Predator" "abundance" 0.17447208557779
"6927" "Kattegat" "Benthos" 1981 "Predator" "biomass" 0.17447208557779
"6928" "Kattegat" "Benthos" 1981 "Scavenger" "abundance" 0.0645402807521672
"6929" "Kattegat" "Benthos" 1981 "Scavenger" "biomass" 0.0645402807521672
"6930" "Kattegat" "Benthos" 1981 "Size" "abundance" 3.80663027342083
"6931" "Kattegat" "Benthos" 1981 "Size" "biomass" 3.80663027342083
"6932" "Kattegat" "Benthos" 1981 "Suspension.feeder" "abundance" 0.326421567795142
"6933" "Kattegat" "Benthos" 1981 "Suspension.feeder" "biomass" 0.326421567795142
"6936" "Kattegat" "Benthos" 1981 "Top" "abundance" 0.384773590054995
"6937" "Kattegat" "Benthos" 1981 "Top" "biomass" 0.384773590054995
"6950" "Kattegat" "Benthos" 1982 "Deposit.feeder" "abundance" 0.398734685889548
"6951" "Kattegat" "Benthos" 1982 "Deposit.feeder" "biomass" 0.398734685889548
"6952" "Kattegat" "Benthos" 1982 "Direct.dvlpt" "abundance" 0.209171809467942
"6953" "Kattegat" "Benthos" 1982 "Direct.dvlpt" "biomass" 0.209171809467942
"6954" "Kattegat" "Benthos" 1982 "Epibenthic" "abundance" 0.177644988105513
"6955" "Kattegat" "Benthos" 1982 "Epibenthic" "biomass" 0.177644988105513
"6962" "Kattegat" "Benthos" 1982 "Lecitotrophic" "abundance" 0.129181672559896
"6963" "Kattegat" "Benthos" 1982 "Lecitotrophic" "biomass" 0.129181672559896
"6966" "Kattegat" "Benthos" 1982 "Middle" "abundance" 0.366915744389381
"6967" "Kattegat" "Benthos" 1982 "Middle" "biomass" 0.366915744389381
"6968" "Kattegat" "Benthos" 1982 "Planktotrophic" "abundance" 0.622610952849314
"6969" "Kattegat" "Benthos" 1982 "Planktotrophic" "biomass" 0.622610952849314
"6970" "Kattegat" "Benthos" 1982 "Predator" "abundance" 0.152138785944622
"6971" "Kattegat" "Benthos" 1982 "Predator" "biomass" 0.152138785944622
"6972" "Kattegat" "Benthos" 1982 "Scavenger" "abundance" 0.0527175325939784
"6973" "Kattegat" "Benthos" 1982 "Scavenger" "biomass" 0.0527175325939784
"6974" "Kattegat" "Benthos" 1982 "Size" "abundance" 3.57463406068696
"6975" "Kattegat" "Benthos" 1982 "Size" "biomass" 3.57463406068696
"6976" "Kattegat" "Benthos" 1982 "Suspension.feeder" "abundance" 0.374940181576871
"6977" "Kattegat" "Benthos" 1982 "Suspension.feeder" "biomass" 0.374940181576871
"6980" "Kattegat" "Benthos" 1982 "Top" "abundance" 0.384365393817375
"6981" "Kattegat" "Benthos" 1982 "Top" "biomass" 0.384365393817375
"6994" "Kattegat" "Benthos" 1983 "Deposit.feeder" "abundance" 0.413687981181261
"6995" "Kattegat" "Benthos" 1983 "Deposit.feeder" "biomass" 0.413687981181261
"6996" "Kattegat" "Benthos" 1983 "Direct.dvlpt" "abundance" 0.179102241828354
"6997" "Kattegat" "Benthos" 1983 "Direct.dvlpt" "biomass" 0.179102241828354
"6998" "Kattegat" "Benthos" 1983 "Epibenthic" "abundance" 0.187295258087645
"6999" "Kattegat" "Benthos" 1983 "Epibenthic" "biomass" 0.187295258087645
"7006" "Kattegat" "Benthos" 1983 "Lecitotrophic" "abundance" 0.128318378090053
"7007" "Kattegat" "Benthos" 1983 "Lecitotrophic" "biomass" 0.128318378090053
"7010" "Kattegat" "Benthos" 1983 "Middle" "abundance" 0.364253144591667
"7011" "Kattegat" "Benthos" 1983 "Middle" "biomass" 0.364253144591667
"7012" "Kattegat" "Benthos" 1983 "Planktotrophic" "abundance" 0.668896887591903
"7013" "Kattegat" "Benthos" 1983 "Planktotrophic" "biomass" 0.668896887591903
"7014" "Kattegat" "Benthos" 1983 "Predator" "abundance" 0.146763603363002
"7015" "Kattegat" "Benthos" 1983 "Predator" "biomass" 0.146763603363002
"7016" "Kattegat" "Benthos" 1983 "Scavenger" "abundance" 0.0448829976828264
"7017" "Kattegat" "Benthos" 1983 "Scavenger" "biomass" 0.0448829976828264
"7018" "Kattegat" "Benthos" 1983 "Size" "abundance" 3.58186278450625
"7019" "Kattegat" "Benthos" 1983 "Size" "biomass" 3.58186278450625
"7020" "Kattegat" "Benthos" 1983 "Suspension.feeder" "abundance" 0.385722007117971
"7021" "Kattegat" "Benthos" 1983 "Suspension.feeder" "biomass" 0.385722007117971
"7024" "Kattegat" "Benthos" 1983 "Top" "abundance" 0.373771683327665
"7025" "Kattegat" "Benthos" 1983 "Top" "biomass" 0.373771683327665
"7038" "Kattegat" "Benthos" 1984 "Deposit.feeder" "abundance" 0.450756366263772
"7039" "Kattegat" "Benthos" 1984 "Deposit.feeder" "biomass" 0.450756366263772
"7040" "Kattegat" "Benthos" 1984 "Direct.dvlpt" "abundance" 0.162450230527382
"7041" "Kattegat" "Benthos" 1984 "Direct.dvlpt" "biomass" 0.162450230527382
"7042" "Kattegat" "Benthos" 1984 "Epibenthic" "abundance" 0.148040114238903
"7043" "Kattegat" "Benthos" 1984 "Epibenthic" "biomass" 0.148040114238903
"7050" "Kattegat" "Benthos" 1984 "Lecitotrophic" "abundance" 0.149550431183623
"7051" "Kattegat" "Benthos" 1984 "Lecitotrophic" "biomass" 0.149550431183623
"7054" "Kattegat" "Benthos" 1984 "Middle" "abundance" 0.388102467362297
"7055" "Kattegat" "Benthos" 1984 "Middle" "biomass" 0.388102467362297
"7056" "Kattegat" "Benthos" 1984 "Planktotrophic" "abundance" 0.678184018517585
"7057" "Kattegat" "Benthos" 1984 "Planktotrophic" "biomass" 0.678184018517585
"7058" "Kattegat" "Benthos" 1984 "Predator" "abundance" 0.129114535707912
"7059" "Kattegat" "Benthos" 1984 "Predator" "biomass" 0.129114535707912
"7060" "Kattegat" "Benthos" 1984 "Scavenger" "abundance" 0.049105429293327
"7061" "Kattegat" "Benthos" 1984 "Scavenger" "biomass" 0.049105429293327
"7062" "Kattegat" "Benthos" 1984 "Size" "abundance" 3.61110357341975
"7063" "Kattegat" "Benthos" 1984 "Size" "biomass" 3.61110357341975
"7064" "Kattegat" "Benthos" 1984 "Suspension.feeder" "abundance" 0.371189710698702
"7065" "Kattegat" "Benthos" 1984 "Suspension.feeder" "biomass" 0.371189710698702
"7068" "Kattegat" "Benthos" 1984 "Top" "abundance" 0.408238706710866
"7069" "Kattegat" "Benthos" 1984 "Top" "biomass" 0.408238706710866
"7082" "Kattegat" "Benthos" 1985 "Deposit.feeder" "abundance" 0.423797688222589
"7083" "Kattegat" "Benthos" 1985 "Deposit.feeder" "biomass" 0.423797688222589
"7084" "Kattegat" "Benthos" 1985 "Direct.dvlpt" "abundance" 0.194164250933878
"7085" "Kattegat" "Benthos" 1985 "Direct.dvlpt" "biomass" 0.194164250933878
"7086" "Kattegat" "Benthos" 1985 "Epibenthic" "abundance" 0.144926437988203
"7087" "Kattegat" "Benthos" 1985 "Epibenthic" "biomass" 0.144926437988203
"7094" "Kattegat" "Benthos" 1985 "Lecitotrophic" "abundance" 0.183633816321948
"7095" "Kattegat" "Benthos" 1985 "Lecitotrophic" "biomass" 0.183633816321948
"7098" "Kattegat" "Benthos" 1985 "Middle" "abundance" 0.402630755284108
"7099" "Kattegat" "Benthos" 1985 "Middle" "biomass" 0.402630755284108
"7100" "Kattegat" "Benthos" 1985 "Planktotrophic" "abundance" 0.596235008091784
"7101" "Kattegat" "Benthos" 1985 "Planktotrophic" "biomass" 0.596235008091784
